,Unnamed: 0,theta,phi,fully_diff,control
102,102.0,0.9,0.30000000000000004,0.8368125250903252,0.7628
103,103.0,0.9,0.4,0.9260337213970292,0.9116
104,104.0,0.9,0.5,0.9212163789642712,0.7524
105,105.0,0.9,0.6000000000000001,0.9326575672420716,0.7545
106,106.0,0.9,0.7000000000000001,0.7778000802890406,0.9312
107,107.0,0.9,0.8,0.8987354476114009,0.6487
108,108.0,0.9,0.9,0.9513247691690084,0.9527
109,109.0,0.9,1.0,0.8338016860698515,0.6755
110,110.0,1.0,0.0,0.1078883982336411,0.1096
111,111.0,1.0,0.1,0.7077478924126857,0.7753
112,112.0,1.0,0.2,0.7639502207948615,0.7218
113,113.0,1.0,0.30000000000000004,0.9252308309915696,0.7513
114,114.0,1.0,0.4,0.931453231633882,0.9287
115,115.0,1.0,0.5,0.8079084704937776,0.863
116,116.0,1.0,0.6000000000000001,0.8520674427940587,0.9426
117,117.0,1.0,0.7000000000000001,0.7198916097952629,0.9446
118,118.0,1.0,0.8,0.8328984343637094,0.8527
119,119.0,1.0,0.9,0.8101164191087916,0.8677
120,120.0,1.0,1.0,0.8268767563227619,0.7667
121,,0.5,0.05,0.6165194700923324,0.5275
122,,1.0,0.05,0.7347450822962666,0.7909
123,,0.1,0.95,0.7349458048976315,0.7051
124,,0.1,0.6500000000000001,0.6390004014452028,0.7134
125,,0.5,0.05,0.6195303091128062,0.6172
126,,1.0,0.05,0.7634484142914492,0.7169
127,,0.1,0.95,0.7528101164191088,0.7975
128,,0.1,0.6500000000000001,0.6467282215977519,0.6914
129,,0.5,0.05,0.583902047370534,0.6012
130,,1.0,0.05,0.8020875150541951,0.6738
131,,0.1,0.95,0.8029907667603372,0.7467
132,,0.1,0.6500000000000001,0.7921517462866319,0.7123
133,,0.5,0.05,0.6139100762745885,0.5448
134,,1.0,0.05,0.70343235648334,0.7591
135,,0.1,0.95,0.8791649939783219,0.7289
136,,0.1,0.6500000000000001,0.7198916097952629,0.7364
137,,0.5,0.05,0.6083902047370534,0.6072
138,,1.0,0.05,0.8413287836210357,0.7631
139,,0.1,0.95,0.810618225612204,0.7199
140,,0.1,0.6500000000000001,0.8042954636692091,0.6648
141,,0.5,0.05,0.6363910076274588,0.5989
142,,1.0,0.05,0.5313127258129265,0.6172
143,,0.1,0.95,0.8032918506623846,0.8107
144,,0.1,0.6500000000000001,0.787334403853874,0.7165
145,,0.5,0.05,0.6222400642312325,0.6705
146,,1.0,0.05,0.6308711360899237,0.672
147,,0.1,0.95,0.718586912886391,0.8047
148,,0.1,0.6500000000000001,0.79656764351666,0.7945
149,,0.5,0.05,0.6528502609393818,0.5691
150,,1.0,0.05,0.8424327579285428,0.829
151,,0.1,0.95,0.8821758329987957,0.6665
152,,0.1,0.6500000000000001,0.7388598956242473,0.7114
153,,0.5,0.05,0.5418506623845845,0.6629
154,,1.0,0.05,0.7932557205941388,0.7601
155,,0.1,0.95,0.7190887193898033,0.6949
156,,0.1,0.6500000000000001,0.8555800883179446,0.672
157,,0.5,0.05,0.51756322761943,0.6094
158,,1.0,0.05,0.7318346045764753,0.626
159,,0.1,0.95,0.8113207547169812,0.7792
160,,0.1,0.6500000000000001,0.8013849859494179,0.8644
161,,0.5,0.05,0.5170614211160177,0.6432
162,,1.0,0.05,0.64542352468888,0.6376
163,,0.1,0.95,0.6708149337615416,0.656
164,,0.1,0.6500000000000001,0.7039341629867523,0.8533
165,,0.5,0.05,0.6097952629466078,0.6674
166,,1.0,0.05,0.7282215977519069,0.7239
167,,0.1,0.95,0.8060016057808109,0.8041
168,,0.1,0.6500000000000001,0.5942392613408269,0.7018
169,,0.5,0.05,0.6538538739462063,0.7471
170,,1.0,0.05,0.7206945002007226,0.8252
171,,0.1,0.95,0.8235648334002409,0.7713
172,,0.1,0.6500000000000001,0.798775592131674,0.7966
173,,0.5,0.05,0.7539140907266159,0.6358
174,,1.0,0.05,0.6933962264150944,0.8183
175,,0.1,0.95,0.7357486953030912,0.8894
176,,0.1,0.6500000000000001,0.6485347250100362,0.6858
177,,0.5,0.05,0.5042151746286632,0.6474
178,,1.0,0.05,0.7622440786832597,0.7209
179,,0.1,0.95,0.8240666399036531,0.8931
180,,0.1,0.6500000000000001,0.7173825772782015,0.7176
181,,0.5,0.05,0.6582697711762344,0.6611
182,,1.0,0.05,0.6874749096748294,0.6387
183,,0.1,0.95,0.8092131674026496,0.7948
184,,0.1,0.6500000000000001,0.7048374146928944,0.7805
185,,0.5,0.05,0.6110999598554797,0.7399
186,,1.0,0.05,0.7845242874347651,0.7253
187,,0.1,0.95,0.7292252107587315,0.6976
188,,0.1,0.6500000000000001,0.7701726214371738,0.7354
189,,0.5,0.05,0.5240867121637897,0.5777
190,,1.0,0.05,0.7194901645925331,0.7322
191,,0.1,0.95,0.8091128061019671,0.726
192,,0.1,0.6500000000000001,0.7360497792051385,0.8005
193,,0.5,0.05,0.6165194700923324,0.7221
194,,1.0,0.05,0.720794861501405,0.6791
195,,0.1,0.95,0.7537133681252509,0.8493
196,,0.1,0.6500000000000001,0.7099558410276997,0.696
197,,0.5,0.05,0.6418105178643115,0.6799
198,,1.0,0.05,0.7379566439181052,0.6941
199,,0.1,0.95,0.8081091930951425,0.7802
200,,0.1,0.6500000000000001,0.7487956643918106,0.7389
201,,0.5,0.05,0.6684062625451626,0.5026
202,,1.0,0.05,0.7911481332798073,0.7843
203,,0.1,0.95,0.7773986350863107,0.7353
204,,0.1,0.6500000000000001,0.7878362103572862,0.7837
205,,0.5,0.05,0.5700521878763549,0.6657
206,,1.0,0.05,0.7472902448815737,0.7359
207,,0.1,0.95,0.8083099156965075,0.7253
208,,0.1,0.6500000000000001,0.8034925732637495,0.6998
209,,0.5,0.05,0.6510437575270975,0.6537
210,,1.0,0.05,0.6029706945002007,0.66
211,,0.1,0.95,0.8051987153753513,0.7373
212,,0.1,0.6500000000000001,0.6521477318346046,0.7505
213,,0.5,0.05,0.793054997992774,0.5951
214,,1.0,0.05,0.7061421116017663,0.7566
215,,0.1,0.95,0.6899839421918909,0.6484
216,,0.1,0.6500000000000001,0.6456242472902449,0.7997
217,,0.5,0.05,0.6866720192693697,0.5787
218,,1.0,0.05,0.787334403853874,0.7194
219,,0.1,0.95,0.8774588518667202,0.735
220,,0.1,0.6500000000000001,0.7134684865515857,0.7408
221,,0.5,0.05,0.648735447611401,0.6816
222,,1.0,0.05,0.7818145323163388,0.6405
223,,0.1,0.95,0.8205539943797672,0.7266
224,,0.1,0.6500000000000001,0.7043356081894822,0.6503
225,,0.5,0.05,0.6595744680851063,0.7045
226,,1.0,0.05,0.7191890806904857,0.7574
227,,0.1,0.95,0.7334403853873946,0.882
228,,0.1,0.6500000000000001,0.7080489763147331,0.6581
229,,0.5,0.05,0.6072862304295463,0.7035
230,,1.0,0.05,0.71527498996387,0.8129
231,,0.1,0.95,0.7330389401846648,0.6853
232,,0.1,0.6500000000000001,0.7861300682456844,0.6771
233,,0.5,0.05,0.6606784423926134,0.6352
234,,1.0,0.05,0.6577679646728222,0.7651
235,,0.1,0.95,0.7655560016057809,0.8081
236,,0.1,0.6500000000000001,0.7893416298675231,0.7356
237,,0.5,0.05,0.6839622641509434,0.5569
238,,1.0,0.05,0.735949417904456,0.6603
239,,0.1,0.95,0.8855881172219991,0.6204
240,,0.1,0.6500000000000001,0.7768968285828984,0.7994
241,,0.5,0.05,0.5610196708149338,0.666
242,,1.0,0.05,0.7984745082296266,0.8307
243,,0.1,0.95,0.7354476114010438,0.8761
244,,0.1,0.6500000000000001,0.7828181453231634,0.7064
245,,0.5,0.05,0.572260136491369,0.6565
246,,1.0,0.05,0.7106583701324769,0.7636
247,,0.1,0.95,0.8052990766760337,0.877
248,,0.1,0.6500000000000001,0.7198916097952629,0.7276
249,,0.5,0.05,0.5499799277398635,0.5507
250,,1.0,0.05,0.6464271376957046,0.7492
251,,0.1,0.95,0.7462866318747491,0.7355
252,,0.1,0.6500000000000001,0.793054997992774,0.8395
253,,0.5,0.05,0.7054395824969891,0.7045
254,,1.0,0.05,0.7066439181051787,0.7213
255,,0.1,0.95,0.5729626655961462,0.8374
256,,0.1,0.6500000000000001,0.6527498996386993,0.8713
257,,0.5,0.05,0.6301686069851465,0.6343
258,,1.0,0.05,0.6033721397029306,0.8219
259,,0.1,0.95,0.7442794058611,0.8135
260,,0.1,0.6500000000000001,0.6165194700923324,0.766
261,,0.5,0.05,0.6697109594540345,0.507
262,,1.0,0.05,0.6163187474909675,0.6861
263,,0.1,0.95,0.6653954235246888,0.7422
264,,0.1,0.6500000000000001,0.8583902047370534,0.7696
265,,0.5,0.05,0.6677037334403854,0.6351
266,,1.0,0.05,0.6853673223604978,0.7376
267,,0.1,0.95,0.7946607788036933,0.7157
268,,0.1,0.6500000000000001,0.7254114813327981,0.8308
269,,0.5,0.05,0.6096949016459253,0.5691
270,,1.0,0.05,0.6982135688478522,0.6541
271,,0.1,0.95,0.7014251304696909,0.7456
272,,0.1,0.6500000000000001,0.7990766760337213,0.8362
273,,0.5,0.05,0.5781814532316338,0.6836
274,,1.0,0.05,0.6622842232035328,0.7759
275,,0.1,0.95,0.8052990766760337,0.805
276,,0.1,0.6500000000000001,0.7487956643918106,0.7786
277,,0.5,0.05,0.6967081493376154,0.485
278,,1.0,0.05,0.7470895222802088,0.6626
279,,0.1,0.95,0.740766760337214,0.7449
280,,0.1,0.6500000000000001,0.8367121637896427,0.7797
281,,0.5,0.05,0.5726615816940988,0.6164
282,,1.0,0.05,0.7419710959454034,0.6881
283,,0.1,0.95,0.8274789241268566,0.8022
284,,0.1,0.6500000000000001,0.8044961862705741,0.7766
285,,0.5,0.05,0.63358089120835,0.6964
286,,1.0,0.05,0.6695102368526696,0.7182
287,,0.1,0.95,0.7265154556403051,0.7036
288,,0.1,0.6500000000000001,0.7021276595744681,0.7941
289,,0.5,0.05,0.5414492171818547,0.5637
290,,1.0,0.05,0.7340425531914894,0.7283
291,,0.1,0.95,0.7618426334805299,0.6575
292,,0.1,0.6500000000000001,0.7202930549979928,0.7366
293,,0.5,0.05,0.6690084303492573,0.6695
294,,1.0,0.05,0.7107587314331594,0.7451
295,,0.1,0.95,0.7389602569249297,0.7474
296,,0.1,0.6500000000000001,0.7430750702529105,0.8205
297,,0.5,0.05,0.5888197511039743,0.5913
298,,1.0,0.05,0.7797069450020072,0.7029
299,,0.1,0.95,0.7329385788839823,0.73
300,,0.1,0.6500000000000001,0.8041951023685266,0.7865
301,,0.5,0.05,0.6776395022079487,0.5969
302,,1.0,0.05,0.7253111200321156,0.7165
303,,0.1,0.95,0.7366519470092332,0.8281
304,,0.1,0.6500000000000001,0.6555600160578081,0.7844
305,,0.5,0.05,0.6460256924929747,0.6271
306,,1.0,0.05,0.7346447209955841,0.6879
307,,0.1,0.95,0.8153352067442794,0.7978
308,,0.1,0.6500000000000001,0.7313327980730631,0.8676
309,,0.5,0.05,0.6215375351264553,0.6811
310,,1.0,0.05,0.7620433560818948,0.6664
311,,0.1,0.95,0.7378562826174228,0.8015
312,,0.1,0.6500000000000001,0.7160778803693296,0.7236
313,,0.5,0.05,0.6451224407868326,0.6194
314,,1.0,0.05,0.848655158570855,0.6304
315,,0.1,0.95,0.7594339622641509,0.8258
316,,0.1,0.6500000000000001,0.6385989562424729,0.787
317,,0.5,0.05,0.5671417101565637,0.6941
318,,1.0,0.05,0.7729827378562826,0.6379
319,,0.1,0.95,0.730028101164191,0.738
320,,0.1,0.6500000000000001,0.6791449217181854,0.7938
321,,0.5,0.05,0.6098956242472903,0.5378
322,,1.0,0.05,0.7845242874347651,0.7858
323,,0.1,0.95,0.8063026896828583,0.7947
324,,0.1,0.6500000000000001,0.7097551184263348,0.7733
325,,0.5,0.05,0.5937374548374147,0.7113
326,,1.0,0.05,0.8253713368125251,0.756
327,,0.1,0.95,0.7024287434765154,0.6641
328,,0.1,0.6500000000000001,0.7037334403853874,0.7188
329,,0.5,0.05,0.6037735849056604,0.7307
330,,1.0,0.05,0.6208350060216781,0.7025
331,,0.1,0.95,0.8260738659173023,0.8158
332,,0.1,0.6500000000000001,0.8048976314733038,0.7689
333,,0.5,0.05,0.6958048976314734,0.783
334,,1.0,0.05,0.7303291850662385,0.7634
335,,0.1,0.95,0.732637494981935,0.7048
336,,0.1,0.6500000000000001,0.7042352468887997,0.858
337,,0.5,0.05,0.6523484544359694,0.7431
338,,1.0,0.05,0.7854275391409072,0.7499
339,,0.1,0.95,0.7354476114010438,0.7884
340,,0.1,0.6500000000000001,0.7159775190686472,0.7586
341,,0.5,0.05,0.5418506623845845,0.6375
342,,1.0,0.05,0.7601364913689281,0.6207
343,,0.1,0.95,0.7318346045764753,0.8093
344,,0.1,0.6500000000000001,0.6876756322761943,0.7861
345,,0.5,0.05,0.6185266961059815,0.7349
346,,1.0,0.05,0.6876756322761943,0.6666
347,,0.1,0.95,0.7272179847450823,0.7253
348,,0.1,0.6500000000000001,0.7801083902047371,0.6067
349,,0.5,0.05,0.645222802087515,0.6764
350,,1.0,0.05,0.694199116820554,0.7231
351,,0.1,0.95,0.88970293054998,0.7325
352,,0.1,0.6500000000000001,0.7869329586511441,0.7337
353,,0.5,0.05,0.5798875953432356,0.6655
354,,1.0,0.05,0.7844239261340827,0.7737
355,,0.1,0.95,0.8059012444801285,0.8022
356,,0.1,0.6500000000000001,0.7176836611802488,0.6384
357,,0.5,0.05,0.6049779205138499,0.5878
358,,1.0,0.05,0.6998193496587716,0.6831
359,,0.1,0.95,0.7089522280208751,0.7985
360,,0.1,0.6500000000000001,0.7026294660778803,0.7577
361,,0.5,0.05,0.6233440385387394,0.5328
362,,1.0,0.05,0.734845443596949,0.6878
363,,0.1,0.95,0.8065034122842232,0.8006
364,,0.1,0.6500000000000001,0.7199919710959454,0.6801
365,,0.5,0.05,0.6364913689281413,0.6343
366,,1.0,0.05,0.7402649538338016,0.7773
367,,0.1,0.95,0.7364512244078684,0.731
368,,0.1,0.6500000000000001,0.689381774387796,0.786
369,,0.5,0.05,0.666298675230831,0.5728
370,,1.0,0.05,0.7734845443596949,0.7544
371,,0.1,0.95,0.7755921316740265,0.6416
372,,0.1,0.6500000000000001,0.6447209955841028,0.6643
373,,0.5,0.05,0.6171216378964272,0.6572
374,,1.0,0.05,0.6117021276595744,0.8459
375,,0.1,0.95,0.7960658370132477,0.7669
376,,0.1,0.6500000000000001,0.8057005218787635,0.7164
377,,0.5,0.05,0.5911280610196709,0.6488
378,,1.0,0.05,0.6911882778000803,0.7748
379,,0.1,0.95,0.8319951826575672,0.8136
380,,0.1,0.6500000000000001,0.6993175431553593,0.6414
381,,0.5,0.05,0.6763348052990766,0.6311
382,,1.0,0.05,0.7447812123645122,0.7054
383,,0.1,0.95,0.7325371336812525,0.6807
384,,0.1,0.6500000000000001,0.7272179847450823,0.8586
385,,0.5,0.05,0.6306704134885588,0.7856
386,,1.0,0.05,0.6448213568847853,0.7721
387,,0.1,0.95,0.6679044560417503,0.8246
388,,0.1,0.6500000000000001,0.7271176234443998,0.7208
389,,0.5,0.05,0.5740666399036531,0.7142
390,,1.0,0.05,0.7129666800481734,0.7321
391,,0.1,0.95,0.7027298273785628,0.6982
392,,0.1,0.6500000000000001,0.7224006423123244,0.577
393,,0.5,0.05,0.7250100361300682,0.5598
394,,1.0,0.05,0.6400040144520273,0.752
395,,0.1,0.95,0.8219590525893216,0.8122
396,,0.1,0.6500000000000001,0.6960056202328382,0.7959
397,,0.5,0.05,0.6015656362906463,0.6492
398,,1.0,0.05,0.7902448815736652,0.7525
399,,0.1,0.95,0.8779606583701325,0.7236
400,,0.1,0.6500000000000001,0.6483340024086712,0.7216
401,,0.5,0.05,0.6130068245684465,0.6624
402,,1.0,0.05,0.8406262545162585,0.6041
403,,0.1,0.95,0.7947611401043757,0.7324
404,,0.1,0.6500000000000001,0.6877759935768768,0.788
405,,0.5,0.05,0.6602769971898835,0.706
406,,1.0,0.05,0.7652549177037334,0.7849
407,,0.1,0.95,0.7298273785628262,0.7946
408,,0.1,0.6500000000000001,0.7413689281413087,0.7386
409,,0.5,0.05,0.6282617422721799,0.6188
410,,1.0,0.05,0.7401645925331193,0.6404
411,,0.1,0.95,0.6781413087113609,0.8735
412,,0.1,0.6500000000000001,0.8516659975913288,0.7825
413,,0.5,0.05,0.5613207547169812,0.536
414,,1.0,0.05,0.6789441991168206,0.8417
415,,0.1,0.95,0.8699317543155359,0.8224
416,,0.1,0.6500000000000001,0.7298273785628262,0.8671
417,,0.5,0.05,0.6059815335206744,0.5085
418,,1.0,0.05,0.6005620232838218,0.6842
419,,0.1,0.95,0.6899839421918909,0.7037
420,,0.1,0.6500000000000001,0.8739462063428342,0.7225
421,,0.5,0.05,0.7513046969088719,0.6223
422,,1.0,0.05,0.7478924126856684,0.7785
423,,0.1,0.95,0.805800883179446,0.7233
424,,0.1,0.6500000000000001,0.7760939381774388,0.7878
425,,0.5,0.05,0.6300682456844641,0.6246
426,,1.0,0.05,0.6891810517864312,0.8435
427,,0.1,0.95,0.8299879566439181,0.7251
428,,0.1,0.6500000000000001,0.8676234443998394,0.7848
429,,0.5,0.05,0.5782818145323163,0.6295
430,,1.0,0.05,0.674227217984745,0.7372
431,,0.1,0.95,0.8256724207145725,0.8004
432,,0.1,0.6500000000000001,0.7842232035327178,0.8591
433,,0.5,0.05,0.657065435568045,0.6213
434,,1.0,0.05,0.676836611802489,0.6609
435,,0.1,0.95,0.8130268968285829,0.7178
436,,0.1,0.6500000000000001,0.69199116820554,0.7983
437,,0.5,0.05,0.5758731433159374,0.6765
438,,1.0,0.05,0.770875150541951,0.7161
439,,0.1,0.95,0.7275190686471297,0.7004
440,,0.1,0.6500000000000001,0.670915295062224,0.7747
441,,0.5,0.05,0.6350863107185869,0.7013
442,,1.0,0.05,0.7646527498996387,0.7141
443,,0.1,0.95,0.7247089522280209,0.726
444,,0.1,0.6500000000000001,0.722099558410277,0.7946
445,,0.5,0.05,0.7132677639502208,0.6273
446,,1.0,0.05,0.770875150541951,0.6227
447,,0.1,0.95,0.7249096748293858,0.7659
448,,0.1,0.6500000000000001,0.7982737856282618,0.7966
449,,0.5,0.05,0.581493376154155,0.642
450,,1.0,0.05,0.6342834203131272,0.738
451,,0.1,0.95,0.8948213568847853,0.7522
452,,0.1,0.6500000000000001,0.7846246487354476,0.6428
453,,0.5,0.05,0.5386391007627459,0.6109
454,,1.0,0.05,0.736150140505821,0.7422
455,,0.1,0.95,0.7360497792051385,0.6045
456,,0.1,0.6500000000000001,0.7815134484142915,0.7285
457,,0.5,0.05,0.6778402248093135,0.6409
458,,1.0,0.05,0.7816138097149739,0.683
459,,0.1,0.95,0.8053994379767162,0.7604
460,,0.1,0.6500000000000001,0.7990766760337213,0.6896
461,,0.5,0.05,0.6190285026093938,0.6197
462,,1.0,0.05,0.6851665997591329,0.7267
463,,0.1,0.95,0.8076073865917303,0.7329
464,,0.1,0.6500000000000001,0.7795062224006423,0.6577
465,,0.5,0.05,0.6305700521878763,0.5335
466,,1.0,0.05,0.7096547571256524,0.7514
467,,0.1,0.95,0.6647932557205941,0.6699
468,,0.1,0.6500000000000001,0.789542352468888,0.6765
469,,0.5,0.05,0.6531513448414291,0.5718
470,,1.0,0.05,0.7667603372139703,0.7638
471,,0.1,0.95,0.8052990766760337,0.8026
472,,0.1,0.6500000000000001,0.7420714572460859,0.7541
473,,0.5,0.05,0.6900843034925732,0.5704
474,,1.0,0.05,0.773083099156965,0.6828
475,,0.1,0.95,0.8060016057808109,0.8715
476,,0.1,0.6500000000000001,0.723203532717784,0.7334
477,,0.5,0.05,0.6466278602970694,0.6716
478,,1.0,0.05,0.7781011641910879,0.7793
479,,0.1,0.95,0.7633480529907668,0.7828
480,,0.1,0.6500000000000001,0.709353673223605,0.7948
481,,0.5,0.05,0.5416499397832196,0.6631
482,,1.0,0.05,0.712866318747491,0.707
483,,0.1,0.95,0.8331995182657568,0.7706
484,,0.1,0.6500000000000001,0.666097952629466,0.734
485,,0.5,0.05,0.6942994781212365,0.5964
486,,1.0,0.05,0.6886792452830188,0.7565
487,,0.1,0.95,0.7159775190686472,0.7248
488,,0.1,0.6500000000000001,0.8037936571657969,0.8035
489,,0.5,0.05,0.5668406262545163,0.7822
490,,1.0,0.05,0.852368526696106,0.7702
491,,0.1,0.95,0.8066037735849056,0.8695
492,,0.1,0.6500000000000001,0.8661180248896025,0.719
493,,0.5,0.05,0.6038739462063428,0.6603
494,,1.0,0.05,0.7985748695303091,0.8202
495,,0.1,0.95,0.7595343235648334,0.7892
496,,0.1,0.6500000000000001,0.7973705339221197,0.8245
497,,0.5,0.05,0.6240465676435166,0.7038
498,,1.0,0.05,0.8443396226415094,0.6898
499,,0.1,0.95,0.7296266559614613,0.7801
500,,0.1,0.6500000000000001,0.7146728221597752,0.7598
501,,0.5,0.05,0.5572059413890004,0.6398
502,,1.0,0.05,0.6696105981533521,0.7537
503,,0.1,0.95,0.6469289441991168,0.727
504,,0.1,0.6500000000000001,0.6444199116820554,0.6896
505,,0.5,0.05,0.59313528703332,0.667
506,,1.0,0.05,0.7090525893215576,0.7661
507,,0.1,0.95,0.8109193095142513,0.7732
508,,0.1,0.6500000000000001,0.7171818546768366,0.697
509,,0.5,0.05,0.6807507025291047,0.5676
510,,1.0,0.05,0.7643516659975913,0.7181
511,,0.1,0.95,0.8300883179446006,0.643
512,,0.1,0.6500000000000001,0.6673022882376556,0.7215
